Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic)
XICORE INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XIE LI PROD CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XIHU BIOMEDICAL TECHNOLOGY HANGZHOU CO,[Not Available],"Hangzhou, China",[Not Available],[Not Available],Biomedical Technology,No,Yes,No,No
XIHU LAB,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,No,Yes,No
XILINX INC,[Not Available],[Not Available],[Not Available],[Not Available],Semiconductors,No,Yes,No,No
XINCHANG TIANLAO LAB,[Not Available],[Not Available],[Not Available],[Not Available],Laboratory,No,No,Yes,No
XINGJI BIOLOGICAL SUZHOU CO LTD,[Not Available],"Suzhou, China",[Not Available],[Not Available],Biological Technology,No,Yes,No,No
XINGZE TRADITIONAL CHINESE MEDICINE IND BEIJING CO LTD,[Not Available],"Beijing, China",[Not Available],[Not Available],Traditional Chinese Medicine,No,Yes,No,No
XINJIANG HUANJIANG LVYUAN ENVIRONMENTAL PROTECTION TECHNOLOG,[Not Available],"Xinjiang, China",[Not Available],[Not Available],Environmental Protection Technology,No,Yes,No,Yes
XINJIANG INT TRAVEL HEALTH CARE CENT,[Not Available],"Xinjiang, China",[Not Available],[Not Available],Health Care,No,No,No,No
XINJIANG TECH INST PHYSICS & CHEM,[Not Available],"Xinjiang, China",[Not Available],[Not Available],Physics & Chemistry Research,Yes,No,Yes,No
XINJIANG WONDFO INFORMATION TECHNOLOGY,[Not Available],"Xinjiang, China",[Not Available],[Not Available],Information Technology,No,Yes,No,No
XINQI BIOMEDICAL HANGZHOU CO LTD,[Not Available],"Hangzhou, China",[Not Available],[Not Available],Biomedical,No,Yes,No,No
XINTELA AB,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XINTRUM PHARM CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,Yes
XINXIANG CENT HOSPITAL XINXIANG ZHONGYUA,[Not Available],"Xinxiang, China",[Not Available],[Not Available],Hospital,No,No,No,No
XINXIANG YIMAN BIOTECHNOLOGY CO LTD,[Not Available],"Xinxiang, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XINYAO BIOLOGICAL SHANGHAI CO LTD,[Not Available],"Shanghai, China",[Not Available],[Not Available],Biological Technology,No,Yes,No,No
XINYI DIYAN MEDICAL TECHNOLOGY RES INST,[Not Available],"Xinyi, China",[Not Available],[Not Available],Medical Technology,No,No,Yes,No
XINYI HEXIN BEIJING BIOTECHNOLOGY CO LTD,[Not Available],"Beijing, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XINYI MFG TECHNOLOGY BEIJING CO LTD,[Not Available],"Beijing, China",[Not Available],[Not Available],Manufacturing Technology,No,Yes,No,No
XINYOUKANG MEDICAL TECHNOLOGY NANJING CO,[Not Available],"Nanjing, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
XINYU HAOHONG MEDICAL TECHNOLOGY CO LTD,[Not Available],"Xinyu, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
XINYUAN GUANGZHOU PHARM RES CO LTD,[Not Available],"Guangzhou, China",[Not Available],[Not Available],Pharmaceutical Research,No,Yes,No,No
XIU WUCHEN BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XIXIAN NEW AREA FENGHOU YUANCHUANG PHARM TECHNOLOGY CO LTD,[Not Available],"XIXIAN, China",[Not Available],[Not Available],Pharmaceutical Technology,No,Yes,No,No
XIXIAN NEW DISTRICT FENGHOU ORIGINAL PHA,[Not Available],"XIXIAN, China",[Not Available],[Not Available],Pharmaceutical,No,Yes,No,No
XL7 GROUP LLC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XLEAR INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XORTX THERAPEUTICS INC,[Not Available],[Not Available],[Not Available],[Not Available],Therapeutics,No,Yes,No,No
XOSTEM IP INC,[Not Available],[Not Available],[Not Available],[Not Available],Intellectual Property,No,Yes,No,No
XTEMP LLC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XTRAVA INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
XUZHOU HUAIHAI BIOSCI IND TECHNOLOGY RES,[Not Available],"Xuzhou, China",[Not Available],[Not Available],Bioscience & Technology,No,Yes,No,No
XUZHOU LUYUAN INTELLIGENT TECHNOLOGY CO LTD,[Not Available],"Xuzhou, China",[Not Available],[Not Available],Intelligent Technology,No,Yes,No,No
XUZHOU QIANSHANGYUAN BIOTECHNOLOGY CO,[Not Available],"Xuzhou, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XUZHOU SINGAO BIOTECHNOLOGY CO LTD,[Not Available],"Xuzhou, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
XUZHOU TENGRUI INTELLIGENT EQUIP CO LTD,[Not Available],"Xuzhou, China",[Not Available],[Not Available],Intelligent Equipment,No,Yes,No,No
XUZHOU XIAOXIANG INTELLECTUAL PROPERTY,[Not Available],"Xuzhou, China",[Not Available],[Not Available],Intellectual Property,No,Yes,No,No
XW LAB TAIWAN INC,[Not Available],Taiwan,[Not Available],[Not Available],Laboratory Services,No,Yes,No,No
XWPHARMA LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
XY HEALTH INC,[Not Available],[Not Available],[Not Available],[Not Available],Health,No,Yes,No,No
XYNOMIC PHARM NANJING CO LTD,[Not Available],"Nanjing, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
Y BIOLOGICS INC,[Not Available],[Not Available],[Not Available],[Not Available],Biologics,No,Yes,No,No
Y ENTERPRISE YG,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YAEGAKI HAKKO GIKEN KK,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YAHOO JAPAN CORP,[Not Available],Japan,[Not Available],[Not Available],Internet Services,No,Yes,No,No
YAKULT HONSHA KK,[Not Available],Japan,[Not Available],[Not Available],Food & Beverages,No,Yes,No,No
YALI SHANGHAI BIOTECHNOLOGY CO LTD,[Not Available],"Shanghai, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YAMADA BEE CO INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YAMADA YOHOJO HONSHA KK,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YAMAICHI SPECIAL STEEL CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Special Steel,No,Yes,No,No
YAMATO SHINKU KOGYO KK,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YANENG BIOTECH SHENZHEN CO LTD,[Not Available],"Shenzhen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YANG MING BIOMEDICAL CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biomedical,No,Yes,No,No
YANG SHENG TANG CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YANGSHENGTANG CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YANGTZE RIVER PHARM GROUP CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
YANGZHOU WANHE BIOTECHNOLOGY CO LTD,[Not Available],"Yangzhou, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YANLING SHANGHAI INTELLIGENT TECHNOLOGY CO LTD,[Not Available],"Shanghai, China",[Not Available],[Not Available],Intelligent Technology,No,Yes,No,No
YANRUITANG CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YANTAI ZHIYI MEDICAL TECHNOLOGY CO LTD,[Not Available],"Yantai, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
YANTRA HEALTH PVT LTD,[Not Available],[Not Available],[Not Available],[Not Available],Health,No,Yes,No,No
YAOKANG ZHONGTUO PHARM TECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceutical Technology,No,Yes,No,No
YASO THERAPEUTICS INC,[Not Available],[Not Available],[Not Available],[Not Available],Therapeutics,No,Yes,No,No
YASUKICHI KK,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YBT SOLUTION CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YDCOMPANY INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YEASEN BIOTECHNOLOGY SHANGHAI CO LTD,[Not Available],"Shanghai, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YEC KK,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YEDA RES & DEV CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Research & Development,No,Yes,No,No
YELLOW MARKET CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YESKIN,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YESKIN CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YICHANG HUMANWELL PHARM CO LTD,[Not Available],"Yichang, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
YIKANG BIOLOGICAL SUZHOU CO LTD,[Not Available],"Suzhou, China",[Not Available],[Not Available],Biological,No,Yes,No,No
YIMAO ENVIRONMENTAL TECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Environmental Technology,No,Yes,No,No
YIMING SUZHOU CELL BIOTECHNOLOGY CO LTD,[Not Available],"Suzhou, China",[Not Available],[Not Available],Cell Biotechnology,No,Yes,No,No
YINFENG BIOLOGICAL GROUP CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biological,No,Yes,No,No
YINFENG GENE TECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Gene Technology,No,Yes,No,No
YINGKE BOYALIFE TECHNOLOGY TIANJIN CO,[Not Available],"Tianjin, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YINUOSI BIOTECHNOLOGY HAIMEN CO LTD,[Not Available],"Haimen, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YIQI SHANGHAI INTELLIGENT TECHNOLOGY CO,[Not Available],"Shanghai, China",[Not Available],[Not Available],Intelligent Technology,No,Yes,No,No
YISHENG BIOTECH CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YIXUN ZHUHAI PHOTOELECTRIC TECHNOLOGY CO,[Not Available],"Zhuhai, China",[Not Available],[Not Available],Photoelectric Technology,No,Yes,No,No
YIZUN BIOMEDICINE ZHEJIANG CO LTD,[Not Available],"Zhejiang, China",[Not Available],[Not Available],Biomedicine,No,Yes,No,No
YIZUN BIOPHARM SHANGHAI CO LTD,[Not Available],"Shanghai, China",[Not Available],[Not Available],Biopharmaceuticals,No,Yes,No,No
YJ LAB CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Laboratory Services,No,Yes,No,No
YLZ INFORMATION TECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Information Technology,No,Yes,No,No
YOCON BIOLOGY TECHNOLOGY BEIJING CO,[Not Available],"Beijing, China",[Not Available],[Not Available],Biology Technology,No,Yes,No,No
YOKOHAMA RUBBER CO LTD,Yokohama Rubber,"Yokohama, Japan","Yokohama Rubber Co., Ltd. manufactures and sells tires and other rubber products.",1917,Rubber Products,No,Yes,No,No
YOKOMORI DENCHIYA CORP KK,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YOKOTA KOGYO CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YOKOTA TRADING CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Trading,No,Yes,No,No
YOMANGJIN RES INST CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Research,No,Yes,Yes,No
YONAS ILAC & KIMYA SANAYI TICARET LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
YONGFU BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YONGYUE MEDICAL TECHNOLOGY KUNSHAN CO,[Not Available],"Kunshan, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
YONGZHOU CHINA CUBA BIOTECHNOLOGY CO LTD,[Not Available],"Yongzhou, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YOO CORP,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YOUCARE PHARM GROUP CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
YOUFENG BEIJING BIOTECHNOLOGY CO LTD,[Not Available],"Beijing, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YOUKANG HOUDE BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YOUNG CONSULTING LTD,[Not Available],[Not Available],[Not Available],[Not Available],Consulting,No,Yes,No,No
YOUR ENERGY SYSTEMS LLC,[Not Available],[Not Available],[Not Available],[Not Available],Energy Systems,No,Yes,No,No
YOUR HEALTH BIOTECH LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YOURCHOICE THERAPEUTICS INC,[Not Available],[Not Available],[Not Available],[Not Available],Therapeutics,No,Yes,No,No
YOUSHIKANGSHENG TIANJIN TECHNOLOGY DEV,[Not Available],"Tianjin, China",[Not Available],[Not Available],Technology Development,No,Yes,No,No
YOUWEI ZHUHAI BIOTECHNOLOGY CO LTD,[Not Available],"Zhuhai, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YS AC INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YSTARD CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YUANDAO PHARM SUZHOU CO LTD,[Not Available],"Suzhou, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
YUANHENG AUTOMATION TECHNOLOGY JIANGSU,[Not Available],"Jiangsu, China",[Not Available],[Not Available],Automation Technology,No,Yes,No,No
YUANJIAN BIOTECHNOLOGY SHANGHAI CO LTD,[Not Available],"Shanghai, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUANKEHENGHUI TECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Technology,No,Yes,No,No
YUANMA GENE TECHNOLOGY BEIJING CO LTD,[Not Available],"Beijing, China",[Not Available],[Not Available],Gene Technology,No,Yes,No,No
YUEDONG BIOTECHNOLOGY WUXI CO LTD,[Not Available],"Wuxi, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUEYANG XINHUADA PHARM CO LTD,[Not Available],"Yueyang, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
YUH CHIOU HWA,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
YULIN ZHUYUANMENG INSOLE CO LTD,[Not Available],"Yulin, China",[Not Available],[Not Available],Insoles,No,Yes,No,No
YUMANITY THERAPEUTICS INC,Yumanity Therapeutics,"Boston, Massachusetts, USA",Yumanity Therapeutics focuses on discovering and developing new therapies for neurodegenerative diseases.,2014,Biotechnology,No,Yes,No,No
YUNFAN MEDICAL TECHNOLOGY GUANGZHOU CO,[Not Available],"Guangzhou, China",[Not Available],[Not Available],Medical Technology,No,Yes,No,No
YUNNAN DAYE DIHONG BIOTECHNOLOGY CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUNNAN HENGYI BIOTECHNOLOGY CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUNNAN HUAPU QUANTUM MATERIALS CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Quantum Materials,No,Yes,No,No
YUNNAN JINBI PHARM CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
YUNNAN MIEBA TECHNOLOGY CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Technology,No,Yes,No,No
YUNNAN RARE BIOTECHNOLOGY CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUNNAN SCISPARK BIOTECH CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUNNAN TEAHOME BIOTECHNOLOGY CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUNNAN TRADITIONAL CHINESE MEDICINE PROV,[Not Available],"Yunnan, China",[Not Available],[Not Available],Traditional Chinese Medicine,Yes,No,No,No
YUNNAN VACCINE LAB CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Vaccines,No,Yes,No,No
YUNNAN XINYI NEW ENERGY CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],New Energy,No,Yes,No,No
YUNNAN YASHENG MEDICAL SCI & TECHNOLOGY CO LTD,[Not Available],"Yunnan, China",[Not Available],[Not Available],Medical Science & Technology,No,Yes,No,No
YUNZHOU BIOTECHNOLOGY GUANGZHOU CO LTD,[Not Available],"Guangzhou, China",[Not Available],[Not Available],Biotechnology,No,Yes,No,No
YUROGEN BIOSYSTEMS LLC,[Not Available],[Not Available],[Not Available],[Not Available],Biosystems,No,Yes,No,No
YUVA BIOSCI INC,[Not Available],[Not Available],[Not Available],[Not Available],Biosciences,No,Yes,No,No
YUWEI BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,Yes
YUXI PEOPLES HOSPITAL,[Not Available],"Yuxi, China",[Not Available],[Not Available],Hospital,Yes,No,No,No
YYZ PHARMATECH INC,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceutical Technology,No,Yes,No,No
ZAOZHUANG VOCATIONAL SCI & TECHNOLOGY,[Not Available],"Zaozhuang, China",[Not Available],[Not Available],Vocational Education,No,No,No,No
ZAPCOW INC,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
ZCAPSULE PHARM CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
ZEBRA MEDICINE RES CO,[Not Available],[Not Available],[Not Available],[Not Available],Medicine Research,No,Yes,No,No
ZEBRA TECHNOLOGIES CORP,Zebra Technologies,"Lincolnshire, Illinois, USA",Zebra Technologies provides enterprise asset intelligence solutions.,1969,Technology,No,Yes,No,No
ZEBRAPEUTICS INC,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
ZEFA CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
ZEN GRAPHENE SOLUTIONS LTD,Zen Graphene Solutions,"Guelph, Ontario, Canada",Zen Graphene Solutions focuses on developing graphene-based technologies.,2014,Nanotechnology,No,Yes,No,No
ZENPHAR GK,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
ZENTEK LTD,Zentek Ltd,"Guelph, Ontario, Canada",Zentek is an advanced materials and technology company focused on the commercialization of innovative technologies.,2008,Advanced Materials,No,Yes,No,No
ZEOEN CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],[Not Available],No,Yes,No,No
ZEON LIFESCIENCES LTD,[Not Available],[Not Available],[Not Available],[Not Available],Life Sciences,No,Yes,No,No
ZEOVATION INC,[Not Available],[Not Available],[Not Available],[Not Available],Biotechnology,No,Yes,No,No
ZEPHYRUS THERAPEUTICS INC,[Not Available],[Not Available],[Not Available],[Not Available],Therapeutics,No,Yes,No,No
ZEPTOMETRIX LLC,[Not Available],[Not Available],[Not Available],[Not Available],Diagnostic Technologies,No,Yes,No,No
ZERIA PHARM CO LTD,[Not Available],[Not Available],[Not Available],[Not Available],Pharmaceuticals,No,Yes,No,No
ZEST CONSULTING KK,[Not Available],[Not Available],[Not Available],[Not Available],Consulting,No,Yes,No,No
ZESTT WELLNESS LTD,[Not Available],[Not Available],[Not Available],[Not Available],Wellness,No,Yes,No,No
ZETEO TECH INC,[Not Available],[Not Available],[Not Available],[Not Available],Technology,No,Yes,No,No
