Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV VAUDOIS CENTER HOSPITALIER,http://www.chuv.ch,"Lausanne, Switzerland","Vaudois University Hospital Center, offering medical care and carrying out research in the health sector.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV VERMONT & STATE AGRICULTURAL COLLEGE,http://www.uvm.edu,"Burlington, USA","University of Vermont and State College of Agriculture, offering a wide range of courses and focusing on agricultural research and related sciences.",1791,Education,No,No,Yes,No,Public,"Agriculture, Natural Sciences"
UNIV VERSAILLES,http://www.uvsq.fr,"Versailles, France",The University of Versailles offers a wide range of academic courses and conducts research in various disciplines.,1991,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV VERSAILLES SAINT-QUENTIN-EN-YVELINES,http://www.uvsq.fr,"Saint-Quentin-en-Yvelines, France","University of Saint-Quentin-en-Yvelines, offering a wide range of academic programs and carrying out research in various areas.",1991,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV VIB VZW TEXAS SYSTEM,http://www.vib.be,"Leuven, Belgium","VIB Research Institute, which cooperates with the Texas university system to promote research in biotechnology and life sciences.",[Not Available],Research,No,No,Yes,No,Private,"Biotechnology, Life Sciences"
UNIV VIETNAM MILITARY MEDICAL EMBRYO TECHNOLOGY,[Not Available],"Hanoi, Vietnam",Vietnamese institution specializing in military medical embryology technology.,[Not Available],Medical Technology,Yes,No,Yes,No,Public,Medical Technology
UNIV VIRGINIA COMMONWEALTH,http://www.vcu.edu,"Richmond, USA",Virginia Commonwealth University offers a wide range of academic programs and conducts research across multiple disciplines.,1838,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV VIRGINIA PATENT FOUND,http://www.virginia.edu,"Charlottesville, USA","University of Virginia Patent Foundation, focused on commercializing and protecting the university's inventions.",[Not Available],Technology Transfer,No,No,Yes,No,Public,Technology Transfer
UNIV VIRGINIA POLYTECHNIC INSTITUTE,http://www.vt.edu,"Blacksburg, USA",Virginia Polytechnic Institute offers a wide range of academic courses and conducts research in a variety of technical and scientific areas.,1872,Education,No,No,Yes,No,Public,"Engineering, Sciences"
UNIV VISHWANATH KARAD MIT WORLD PEACE UNIVERSITY,http://www.mitwpu.edu.in,"Pune, India",MIT World Peace University is an institution focused on education and promotion of world peace.,2017,Education,No,No,Yes,No,Private,"Education, Peace Studies"
UNIV VIT AP,http://www.vitap.ac.in,"Andhra Pradesh, India",VIT Andhra Pradesh University offers academic courses and conducts research in various disciplines.,2016,Education,No,No,Yes,No,Private,Multidisciplinary
UNIV VOLG MEDICAL,http://www.vsmu.ru,"Volgograd, Russia","Volgograd State Medical University, specializing in education and research in the field of medicine.",1935,Education,No,No,Yes,No,Public,Medicine
UNIV VORONEZH STATE MEDICAL,http://www.vsmu.ru,"Voronezh, Russia","Voronezh State Medical University, focused on education and research in the field of medicine.",1956,Education,No,No,Yes,No,Public,Medicine
UNIV VRIJE UNIVERSITEIT BRUSSEL,http://www.vub.ac.be,"Brussels, Belgium",The Vrije Universiteit Brussel offers a wide range of academic programs and conducts research in diverse areas.,1970,Education,No,No,Yes,No,Public,Multidisciplinary
WAKE FOREST UNIVERSITY HEALTH SCIENCES,http://www.wakehealth.edu,"Winston-Salem, USA",Wake Forest University Health Sciences focuses on medical education and healthcare research.,1902,Healthcare,No,No,Yes,Yes,Private,"Medicine, Health Sciences"
UNIV WARSZAWSKI,http://www.uw.edu.pl,"Warsaw, Poland",University of Warsaw offers a wide range of academic courses and conducts research in various disciplines.,1816,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV WARSZAWSKI MEDYCZNY,http://www.wum.edu.pl,"Warsaw, Poland","Medical University of Warsaw, specializing in medical education and research.",1809,Education,No,No,Yes,No,Public,Medicine
UNIV WARWICK,http://www.warwick.ac.uk,"Coventry, United Kingdom",The University of Warwick offers a wide range of academic courses and carries out research in a variety of areas.,1965,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV WASHINGTON,http://www.washington.edu,"Seattle, USA",The University of Washington offers a wide range of academic programs and conducts research across multiple disciplines.,1861,Education,No,No,Yes,No,Public,Multidisciplinary
GEORGE WASHINGTON UNIVERSITY,http://www.gwu.edu,"Washington, D.C., USA",George Washington University offers a wide range of academic programs and conducts research in various areas.,1821,Education,No,No,Yes,No,Private,Multidisciplinary
UNIVERSITY OF WASHINGTON SEATTLE,http://www.washington.edu,"Seattle, USA","University of Washington in Seattle, focused on education and research across multiple disciplines.",1861,Education,No,No,Yes,No,Public,Multidisciplinary
WASHINGTON UNIVERSITY IN ST. LOUIS,http://www.wustl.edu,"St. Louis, USA",Washington University in St. Louis offers a wide range of academic programs and conducts research in a variety of areas.,1853,Education,No,No,Yes,No,Private,Multidisciplinary
WASHINGTON STATE UNIVERSITY,http://www.wsu.edu,"Pullman, USA",Washington State University offers a wide range of academic courses and conducts research in various disciplines.,1890,Education,No,No,Yes,No,Public,Multidisciplinary
WAYNE STATE UNIVERSITY,http://www.wayne.edu,"Detroit, USA",Wayne State University offers a wide range of academic programs and conducts research in a variety of areas.,1868,Education,No,No,Yes,No,Public,Multidisciplinary
WEIFANG MEDICAL UNIVERSITY,http://www.wfmc.edu.cn,"Weifang, China",Weifang Medical University offers academic courses and conducts healthcare research.,1951,Education,No,No,Yes,No,Public,Medicine
WEIFANG MEDICAL UNIVERSITY AFFILIATED HOSPITAL,http://www.wfmc-hospital.com,"Weifang, China","Hospital affiliated with Weifang Medical University, providing medical care and conducting healthcare research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
WENZHOU MEDICAL UNIVERSITY,http://www.wzmc.edu.cn,"Wenzhou, China","Wenzhou Medical University, specializing in medical education and research.",1912,Education,No,No,Yes,No,Public,Medicine
WENZHOU CHINESE ACADEMY OF SCIENCES INSTITUTE,http://www.wzcas.cn,"Wenzhou, China","Institute of the Chinese Academy of Sciences in Wenzhou, focused on scientific research.",[Not Available],Research,No,No,Yes,No,Public,Sciences
WENZHOU MEDICAL UNIVERSITY,http://www.wzmc.edu.cn,"Wenzhou, China","Wenzhou Medical University, specializing in medical education and research.",1912,Education,No,No,Yes,No,Public,Medicine
WEST VIRGINIA UNIVERSITY,http://www.wvu.edu,"Morgantown, USA",West Virginia University offers a wide range of academic courses and conducts research across multiple disciplines.,1867,Education,No,No,Yes,No,Public,Multidisciplinary
WESTERN MICHIGAN UNIVERSITY STRYKER SCHOOL OF MEDICINE,http://www.med.wmich.edu,"Kalamazoo, USA","Western Michigan University School of Medicine, focused on medical education and research.",2014,Education,No,No,Yes,No,Public,Medicine
UNIVERSITY OF WESTERN ONTARIO,http://www.uwo.ca,"London, Canada",University of Western Ontario offers a wide range of academic programs and conducts research across multiple disciplines.,1878,Education,No,No,Yes,No,Public,Multidisciplinary
WESTLAKE UNIVERSITY,http://www.westlake.edu.cn,"Hangzhou, China","Westlake University, focused on education and research across multiple disciplines.",2018,Education,No,No,Yes,No,Private,Multidisciplinary
WICHITA STATE UNIVERSITY,http://www.wichita.edu,"Wichita, USA",Wichita State University offers a wide range of academic courses and conducts research in various disciplines.,1895,Education,No,No,Yes,No,Public,Multidisciplinary
UNIV WIEN,http://www.univie.ac.at,"Vienna, Austria",University of Vienna offers a wide range of academic courses and conducts research in various disciplines.,1365,Education,No,No,Yes,No,Public,Multidisciplinary
MEDICAL UNIVERSITY OF VIENNA,http://www.meduniwien.ac.at,"Vienna, Austria",Medical University of Vienna focuses on education and research in healthcare.,1365,Education,No,No,Yes,Yes,Public,Medicine
WILFRID LAURIER UNIVERSITY,http://www.wlu.ca,"Waterloo, Canada",Wilfrid Laurier University offers a wide range of academic programs and conducts research across multiple disciplines.,1911,Education,No,No,Yes,No,Public,Multidisciplinary
UNIVERSITY OF THE WITWATERSRAND,http://www.wits.ac.za,"Johannesburg, South Africa",The University of the Witwatersrand offers a wide range of academic courses and conducts research across a range of disciplines.,1922,Education,No,No,Yes,No,Public,Multidisciplinary
UNIVERSITY OF WOLVERHAMPTON,http://www.wlv.ac.uk,"Wolverhampton, United Kingdom",The University of Wolverhampton offers a wide range of academic courses and carries out research in a variety of areas.,1992,Education,No,No,Yes,No,Public,Multidisciplinary
WONKWANG UNIVERSITY CENTER FOR INDUSTRY-ACADEMIC COOPERATION,http://www.wonkwang.ac.kr,"Iksan, South Korea","Wonkwang University Industry-Academic Cooperation Center, focused on collaboration between academia and industry.",[Not Available],Education,No,No,Yes,No,Public,Multidisciplinary
UNIVERSITY OF WÃRZBURG,http://www.uni-wuerzburg.de,"WÃ¼rzburg, Germany",The University of WÃ¼rzburg offers a wide range of academic courses and conducts research in various disciplines.,1402,Education,No,No,Yes,No,Public,Multidisciplinary
WUHAN UNIVERSITY,http://www.whu.edu.cn,"Wuhan, China",Wuhan University offers a wide range of academic courses and conducts research in diverse areas.,1893,Education,No,No,Yes,No,Public,Multidisciplinary
WUHAN POLYTECHNIC UNIVERSITY,http://www.whpt.edu.cn,"Wuhan, China",Wuhan Polytechnic University provides technical education and conducts research in various disciplines.,2003,Education,No,No,Yes,No,Public,"Engineering, Technology"
WUHAN RENMIN HOSPITAL,http://www.whrenminhospital.com,"Wuhan, China","Hospital associated with Wuhan University, offering medical care and carrying out health research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
WUHAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,http://www.wust.edu.cn,"Wuhan, China","Wuhan University of Science and Technology, focused on education and research in science and technology.",1958,Education,No,No,Yes,No,Public,"Sciences, Technology"
WUHAN UNIVERSITY SHENZHEN INSTITUTE,http://www.whu-shenzhen.cn,"Shenzhen, China","Shenzhen Institute of Wuhan University, focused on research and education in various areas.",[Not Available],Education,No,No,Yes,No,Public,Multidisciplinary
WUHAN UNIVERSITY OF TECHNOLOGY,http://www.whut.edu.cn,"Wuhan, China","Wuhan University of Technology, focused on education and research in technology and engineering.",1948,Education,No,No,Yes,No,Public,"Technology, Engineering"
WUHAN ZHONGNAN HOSPITAL,http://www.znhospital.com,"Wuhan, China","Zhongnan Hospital of Wuhan University, providing medical care and conducting healthcare research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
WUXI NANJING XISHAN APPLIED BIOTECH,http://www.wxnbc.edu.cn,"Wuxi, China","Institution focused on applied biotechnology, associated with Nanjing University.",[Not Available],Biotechnology,No,No,Yes,No,Private,Biotechnology
WUYI UNIVERSITY,http://www.wyu.edu.cn,"Wuyishan, China","Wuyi University, offering a wide range of academic courses and carrying out research in various disciplines.",2006,Education,No,No,Yes,No,Public,Multidisciplinary
UNIVERSITY OF WYOMING,http://www.uwyo.edu,"Laramie, USA",University of Wyoming offers a wide range of academic courses and conducts research across multiple disciplines.,1886,Education,No,No,Yes,No,Public,Multidisciplinary
XIAMEN UNIVERSITY,http://www.xmu.edu.cn,"Xiamen, China",Xiamen University offers a wide range of academic courses and conducts research in various areas.,1921,Education,No,No,Yes,No,Public,Multidisciplinary
XIAMEN UNIVERSITY AFFILIATED ZHONGSHAN HOSPITAL,http://www.zshospital.com,"Xiamen, China","Hospital associated with Xiamen University, offering medical care and conducting health research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
XIAMEN UNIVERSITY FIRST AFFILIATED HOSPITAL,http://www.xmu-fah.com,"Xiamen, China","Xiamen University's first affiliated hospital, focusing on medical care and healthcare research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
XIAMEN UNIVERSITY SHENZHEN RESEARCH INSTITUTE,http://www.xmu-szri.edu.cn,"Shenzhen, China","Shenzhen Research Institute of Xiamen University, focused on research and development.",[Not Available],Research,No,No,Yes,No,Public,Multidisciplinary
XIAMEN XIANGAN HOSPITAL,http://www.xianganhospital.com,"Xiamen, China","Hospital in Xiangan, associated with Xiamen University, offering medical care and carrying out health research.",[Not Available],Healthcare,No,No,Yes,Yes,Public,Medicine
