Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic),Institution Name
HUBEI LUZHONGBAO KITCHEN IND CO LTD,[Not Available],[Not Available],Provides kitchen industry solutions and products.,[Not Available],Kitchen Industry,No,Yes,No,No,
HUBEI PROVINCIAL CENT DISEASE PREVENTION,[Not Available],"Hubei, China",Focuses on disease prevention and control.,[Not Available],Disease Prevention / Public Health,Yes,No,No,No,
HUBEI SHENGQIAN BIOTECHNOLOGY CO LTD,[Not Available],[Not Available],Engages in biotechnology development and solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HUBEI SIDAKANG TRADITIONAL CHINESE MEDIC,[Not Available],[Not Available],Specializes in traditional Chinese medicine.,[Not Available],Traditional Chinese Medicine,No,Yes,No,No,
HUBEI TOPGENE XINSHENG BIOTECHNOLOGY CO,[Not Available],[Not Available],Focuses on biotechnology and genetic research.,[Not Available],Biotechnology,No,Yes,No,No,
HUBEI WUDANG ANIMAL PHARM CO LTD,[Not Available],[Not Available],Specializes in animal pharmaceuticals.,[Not Available],Animal Pharmaceuticals,No,Yes,No,No,
HUBEI XINGJING TECHNOLOGY CO LTD,[Not Available],[Not Available],Engages in technology development and solutions.,[Not Available],Technology,No,Yes,No,No,
HUBEI XINZHONGKE VIRUS DISEASE ENG TECHN,[Not Available],[Not Available],Focuses on virus disease engineering technology.,[Not Available],Virus Disease Technology,No,Yes,No,No,
HUDDLENURSE PLLC,[Not Available],[Not Available],Provides healthcare and nursing services.,[Not Available],Healthcare / Nursing,No,Yes,No,No,
HUEIYUAN BIOTECH LLC,[Not Available],[Not Available],Specializes in biotechnology solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HUIJUN BIOMEDICAL TECHNOLOGY HANGZHOU CO LTD,[Not Available],"Hangzhou, China",Focuses on biomedical technology and solutions.,[Not Available],Biomedical Technology,No,Yes,No,No,
HUIYI KEJI SHANGHAI LTD,[Not Available],"Shanghai, China",Engages in technology research and development.,[Not Available],Technology,No,Yes,No,No,
HUIYI TECHNOLOGY SHANGHAI CO LTD,[Not Available],"Shanghai, China",Specializes in technology and innovative solutions.,[Not Available],Technology,No,Yes,No,No,
HUIZHOU DONGMEI TECHNOLOGY CO LTD,[Not Available],"Huizhou, China",Provides technology solutions and services.,[Not Available],Technology,No,Yes,No,No,
HUIZHOU LIXING TEXTILE CO LTD,[Not Available],"Huizhou, China",Specializes in textile manufacturing.,[Not Available],Textiles,No,Yes,No,No,
HUIZHOU MUNICIPAL CENT HOSPITAL,[Not Available],"Huizhou, China",Provides municipal healthcare services.,[Not Available],Healthcare,No,No,No,Yes,
HUIZHOU XIAOOU TECHNOLOGY CO LTD,[Not Available],"Huizhou, China",Focuses on technology development and services.,[Not Available],Technology,No,Yes,No,No,
HULA IMMUNE INC,[Not Available],[Not Available],Specializes in immune system technology and solutions.,[Not Available],Immunology,No,Yes,No,No,
HULUDAO SHIXIN GREEN BUILDING MATERIALS CO LTD,[Not Available],"Huludao, China",Provides green building materials and solutions.,[Not Available],Building Materials,No,Yes,No,No,
HUMAB CO LTD,[Not Available],[Not Available],Focuses on human antibody research and development.,[Not Available],Antibody Research,No,Yes,No,No,
HUMABS BIOMED SA,[Not Available],[Not Available],Engages in biomedical research and development.,[Not Available],Biomedical Research,No,Yes,No,No,
HUMAN GEN CO LTD,[Not Available],[Not Available],Specializes in genetic research and solutions.,[Not Available],Genetics,No,Yes,No,No,
HUMANE GENOMICS INC,[Not Available],[Not Available],Focuses on genomic research and applications.,[Not Available],Genomics,No,Yes,No,No,
HUMANETICS CORP,[Not Available],[Not Available],Engages in human-centered technology and solutions.,[Not Available],Human-Centered Technology,No,Yes,No,No,
HUMANIGEN INC,[Not Available],[Not Available],Specializes in immune-oncology and biologics.,[Not Available],Immuno-Oncology,No,Yes,No,No,
HUMANITAS MIRASOLE SPA,[Not Available],[Not Available],Provides healthcare and medical services.,[Not Available],Healthcare,No,Yes,No,Yes,
HUMANITHE INC,[Not Available],[Not Available],Specializes in human-centered biotechnology.,[Not Available],Biotechnology,No,Yes,No,No,
HUMCEN CO,[Not Available],[Not Available],Engages in medical technology and services.,[Not Available],Medical Technology,No,Yes,No,No,
HUMMINGBIRD BIOSCIENCE HOLDINGS PTE LTD,[Not Available],[Not Available],Focuses on bioscience and therapeutic development.,[Not Available],Bioscience / Therapeutics,No,Yes,No,No,
HUNAN AIMOKE MEDICAL EQUIP CO LTD,[Not Available],"Hunan, China",Provides medical equipment and solutions.,[Not Available],Medical Equipment,No,Yes,No,No,
HUNAN ANBANG PHARM CO LTD,[Not Available],"Hunan, China",Specializes in pharmaceuticals.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HUNAN BUSKY PHARM CO LTD,[Not Available],"Hunan, China",Focuses on pharmaceutical development.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HUNAN CASLY NEW MATERIAL CO LTD,[Not Available],"Hunan, China",Specializes in new materials and technologies.,[Not Available],New Materials,No,Yes,No,No,
HUNAN CHAOJI DETECTION TECHNOLOGY CO LTD,[Not Available],"Hunan, China",Provides detection and testing technology.,[Not Available],Detection Technology,No,Yes,No,No,
HUNAN DEAR SENS BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Engages in biotechnology and sensor technology.,[Not Available],Biotechnology / Sensors,No,Yes,No,No,
HUNAN FENGHUI BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Specializes in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HUNAN GM BIOTECHNOLOGY INC,[Not Available],"Hunan, China",Focuses on biotechnology and genetic research.,[Not Available],Biotechnology / Genetics,No,Yes,No,No,
HUNAN HANGTIAN TIANLU NEW MATERIAL TESTI,[Not Available],"Hunan, China",Provides new material testing services.,[Not Available],New Material Testing,No,Yes,No,No,
HUNAN HONGXIN INTELLECTUAL PROPERTY AGENCY CO LTD,[Not Available],"Hunan, China",Specializes in intellectual property services.,[Not Available],Intellectual Property,No,Yes,No,No,
HUNAN HUIZE BIOLOGICAL MEDICINE TECHNOLO,[Not Available],"Hunan, China",Focuses on biological medicine technology.,[Not Available],Biological Medicine Technology,No,Yes,No,No,
HUNAN JIANRUI BIO-TECH CO LTD,[Not Available],"Hunan, China",Engages in biotechnology and bio-tech solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HUNAN JIANRUI PHARM TECHNOLOGY CO LTD,[Not Available],"Hunan, China",Specializes in pharmaceutical technology.,[Not Available],Pharmaceutical Technology,No,Yes,No,No,
HUNAN JINYIJIE MEDICAL & HEALTH IND DEV CO LTD,[Not Available],"Hunan, China",Provides medical and health industry development solutions.,[Not Available],Medical & Health Industry Development,No,Yes,No,No,
HUNAN JINYUAN NEW MATERIALS CO LTD,[Not Available],"Hunan, China",Specializes in new materials development.,[Not Available],New Materials,No,Yes,No,No,
HUNAN KAILI MEDICAL TECHNOLOGY CO LTD,[Not Available],"Hunan, China",Focuses on medical technology solutions.,[Not Available],Medical Technology,No,Yes,No,No,
HUNAN KANGRUN PHARM CO LTD,[Not Available],"Hunan, China",Specializes in pharmaceuticals.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HUNAN KANGSHOU PHARM CO LTD,[Not Available],"Hunan, China",Provides pharmaceutical products and solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HUNAN METROLOGY & TEST INST,[Not Available],"Hunan, China",Focuses on metrology and testing services.,[Not Available],Metrology & Testing,No,No,No,No,
HUNAN NUOZ BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Specializes in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HUNAN PAIZHI BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Engages in biotechnology and related technologies.,[Not Available],Biotechnology,No,Yes,No,No,
HUNAN PULATE NETWORK TECHNOLOGY CO LTD,[Not Available],"Hunan, China",Provides network technology solutions.,[Not Available],Network Technology,No,Yes,No,No,
HUNAN R & G BIOTECH CO LTD,[Not Available],"Hunan, China",Focuses on biotechnology and genetic research.,[Not Available],Biotechnology / Genetics,No,Yes,No,No,
HUNAN RONGJIAN GENE BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Specializes in gene biotechnology and solutions.,[Not Available],Gene Biotechnology,No,Yes,No,No,
HUNAN RUNMEI GENE TECHNOLOGY CO LTD,[Not Available],"Hunan, China",Specializes in gene technology and research.,[Not Available],Gene Technology,No,Yes,No,No,
HUNAN SHENGCE BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Focuses on biotechnology and related solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HUNAN STAR PHARM CO LTD,[Not Available],"Hunan, China",Engages in pharmaceutical development and manufacturing.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HUNAN VANBIOTECH CO LTD,[Not Available],"Hunan, China",Specializes in biotechnology and innovation.,[Not Available],Biotechnology,No,Yes,No,No,
HUNAN YONGHE SUN BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Focuses on biotechnology and life sciences.,[Not Available],Biotechnology,No,Yes,No,No,
HUNAN YUANPIN CELL BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Specializes in cell biotechnology and research.,[Not Available],Cell Biotechnology,No,Yes,No,No,
HUNAN ZAOCHEN NANO ROBOT CO LTD,[Not Available],"Hunan, China",Engages in nano-robot technology and applications.,[Not Available],Nano-Robot Technology,No,Yes,No,No,
HUNAN ZHAOHUAWEN PHARM CO LTD,[Not Available],"Hunan, China",Specializes in pharmaceuticals and drug development.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HUNAN ZHONGJING BIOTECHNOLOGY CO LTD,[Not Available],"Hunan, China",Focuses on biotechnology and innovation.,[Not Available],Biotechnology,No,Yes,No,No,
HUNMA ZHEJIANG BIOTECHNOLOGY CO LTD,[Not Available],"Zhejiang, China",Engages in biotechnology and related fields.,[Not Available],Biotechnology,No,Yes,No,No,
HUOSHENGYANG BIOTECHNOLOGY GUANGZHOU CO,[Not Available],"Guangzhou, China",Specializes in biotechnology solutions and research.,[Not Available],Biotechnology,No,Yes,No,No,
HURO BIOTECHNOLOGY JOINT STOCK CO,[Not Available],[Not Available],Focuses on biotechnology research and products.,[Not Available],Biotechnology,No,Yes,No,No,
HUSCION CO LTD,[Not Available],[Not Available],Engages in biotechnology and related technologies.,[Not Available],Biotechnology,No,Yes,No,No,
HUTCHINSON CANCER CENT FRED,[Not Available],[Not Available],Focuses on cancer research and treatment.,[Not Available],Oncology,No,No,No,Yes,
HUTCHISON WHAMPOA GUANGZHOU BAIYUNSHAN,[Not Available],"Guangzhou, China",Involved in pharmaceuticals and healthcare.,[Not Available],Pharmaceuticals / Healthcare,No,Yes,No,No,
HUTTON INST JAMES,[Not Available],[Not Available],Focuses on medical and scientific research.,[Not Available],Medical Research,No,No,Yes,No,
HUVEPHARMA AD,[Not Available],[Not Available],Specializes in pharmaceutical and healthcare products.,[Not Available],Pharmaceuticals / Healthcare,No,Yes,No,No,
HUVET BIO INC,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No,
HUZHOU CENT HOSPITAL,[Not Available],"Huzhou, China",Provides medical and healthcare services.,[Not Available],Healthcare,No,No,No,Yes,
HUZHOU DISEASE CONTROL & PREVENTION CENT,[Not Available],"Huzhou, China",Focuses on disease control and prevention.,[Not Available],Disease Control & Prevention,Yes,No,No,No,
HUZHOU WEIDING TECHNOLOGY CO LTD,[Not Available],"Huzhou, China",Specializes in technology solutions and products.,[Not Available],Technology,No,Yes,No,No,
HUZHOU WEIKEXIN BIOTECHNOLOGY CO LTD,[Not Available],"Huzhou, China",Engages in biotechnology research and solutions.,[Not Available],Biotechnology,No,Yes,No,No,
HUZHOU XILING TECHNOLOGY CO LTD,[Not Available],"Huzhou, China",Provides technology and innovation solutions.,[Not Available],Technology,No,Yes,No,No,
HVIDOVRE HOSPITAL,[Not Available],"Hvidovre, Denmark",Provides comprehensive medical services.,[Not Available],Healthcare,No,No,No,Yes,
HWI PHARMA SERVICES GMBH,[Not Available],[Not Available],Offers pharmaceutical services and solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HYBIO PHARM CO LTD,[Not Available],[Not Available],Specializes in pharmaceutical products and research.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HYCULT BIOTECH BV,[Not Available],[Not Available],Engages in biotechnology and related research.,[Not Available],Biotechnology,No,Yes,No,No,
HYGIEIA SCI LLC,[Not Available],[Not Available],Focuses on scientific research and health solutions.,[Not Available],Health Solutions,No,Yes,No,No,
HYPATIA SOLUTIONS LTD,[Not Available],[Not Available],Specializes in providing innovative solutions.,[Not Available],Solutions,No,Yes,No,No,
HYPER DYNAMICS SL,[Not Available],[Not Available],Engages in dynamic and advanced solutions.,[Not Available],Advanced Solutions,No,Yes,No,No,
HYPERSPECTRAL CORP,[Not Available],[Not Available],Specializes in hyperspectral imaging technology.,[Not Available],Imaging Technology,No,Yes,No,No,
HYPERWAY PHARM CO LTD,[Not Available],[Not Available],Provides pharmaceutical products and solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No,
HYPO-STREAM LTD,[Not Available],[Not Available],Engages in advanced technology solutions.,[Not Available],Technology Solutions,No,Yes,No,No,
HYTEST LTD,[Not Available],[Not Available],Specializes in testing and quality assurance.,[Not Available],Testing & Quality Assurance,No,Yes,No,No,
HYUNDAE PRECISION CO LTD,[Not Available],[Not Available],Provides precision technology and solutions.,[Not Available],Precision Technology,No,Yes,No,No,
HYUNDAI MOTOR CO LTD,[Not Available],South Korea,Engages in automotive manufacturing and innovation.,[Not Available],Automotive,No,Yes,No,No,
I DESIGN GK,[Not Available],[Not Available],Provides design and innovation solutions.,[Not Available],Design & Innovation,No,Yes,No,No,
I MAB BIOPHARMA HANGZHOU CO LTD,[Not Available],"Hangzhou, China",Specializes in biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No,
I ZAC KK,[Not Available],[Not Available],Engages in technology and innovation solutions.,[Not Available],Technology,No,Yes,No,No,
I-CONEL GMBH,[Not Available],[Not Available],Provides innovative technology solutions.,[Not Available],Technology,No,Yes,No,No,
I-DRTS CO LTD,[Not Available],[Not Available],Specializes in advanced technology solutions.,[Not Available],Technology,No,Yes,No,No,
I-SMART DEV LTD,[Not Available],[Not Available],Focuses on smart technology development.,[Not Available],Smart Technology,No,Yes,No,No,
I-TACT CO LTD,[Not Available],[Not Available],Provides technology and tactical solutions.,[Not Available],Technology,No,Yes,No,No,
I2DX INC,[Not Available],[Not Available],Specializes in advanced data technology solutions.,[Not Available],Data Technology,No,Yes,No,No,
I2M CO LTD,[Not Available],[Not Available],Engages in advanced technology and innovation.,[Not Available],Technology,No,Yes,No,No,
I2PURE CORP,[Not Available],[Not Available],Focuses on purification technology and solutions.,[Not Available],Purification Technology,No,Yes,No,No,
IACS INST ARAGONES CIENCIAS SALU,[Not Available],[Not Available],Engages in health sciences research.,[Not Available],Health Sciences,No,No,Yes,No,
IANE GMBH,[Not Available],[Not Available],Provides technology and engineering solutions.,[Not Available],Technology / Engineering,No,Yes,No,No,
IASIS MOLECULAR SCI INC,[Not Available],[Not Available],Focuses on molecular science and research.,[Not Available],Molecular Science,No,Yes,No,No,
IATERION INC,[Not Available],[Not Available],Specializes in innovative technology solutions.,[Not Available],Technology,No,Yes,No,No,
IBEX BIOSCIENCES LLC,[Not Available],[Not Available],Specializes in biosciences and related research.,[Not Available],Biosciences,No,Yes,No,No,
