Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
MEYER ORGANICS PVT LTD,,,Specializes in pharmaceutical and organic products.,,Pharmaceuticals / Organics,No,Yes,No,No,,
MFC CO LTD,,,Focuses on manufacturing and technology solutions.,,Manufacturing / Technology,No,Yes,No,No,,
MI CO BIO MED CO LTD,,,Engages in biomedical technology and solutions.,,Biomedical Technology,No,Yes,No,No,,
MI2 HOLDINGS LLC,,,Provides investment and management services.,,Investment / Management,No,Yes,No,No,,
MIA TEKNOLOJI AS,,,Focuses on advanced technology and innovation.,,Technology / Innovation,No,Yes,No,No,,
MIANYANG CENT HOSPITAL,,,Provides comprehensive healthcare services.,,Healthcare,No,No,No,Yes,,
MIANYANG RUNTU AGRIC TECHNOLOGY DEV CO,,,Engages in agricultural technology and development.,,Agricultural Technology,No,Yes,No,No,,
MIANYANG YOUXIAN INNOVATION TECHNOLOGY,,,Focuses on innovation and technology solutions.,,Technology / Innovation,No,Yes,No,No,,
MIBIOME THERAPEUTICS LLP,,,Engages in therapeutic solutions and biotechnology.,,Therapeutics / Biotechnology,No,Yes,No,No,,
MIC CO LTD,,,Focuses on electronics and technology solutions.,,Electronics / Technology,No,Yes,No,No,,
MICAN TECHNOLOGIES INC,,,Specializes in advanced technology and innovation.,,Technology / Innovation,No,Yes,No,No,,
MICAR INNOVATION LTD,,,Focuses on innovation and technology development.,,Technology / Innovation,No,Yes,No,No,,
MICO BIOMED CO LTD,,,Specializes in biomedical technology and solutions.,,Biomedical Technology,No,Yes,No,No,,
MICRO-TECH NANJING CO LTD,,,Engages in micro-technology and related solutions.,,Microtechnology,No,Yes,No,No,,
MICROBIAL SCREENING TECHNOLOGIES PTY LTD,,,Specializes in microbial screening technologies.,,Microbial Screening,No,Yes,No,No,,
MICROBIO PTY LTD,,,Engages in microbiology and related research.,,Microbiology,No,Yes,No,No,,
MICROBIO SHANGHAI CO LTD,,,Focuses on microbiology and related solutions in Shanghai.,,Microbiology,No,Yes,No,No,,
MICROBION CORP,,,Specializes in microbiology and biotechnology.,,Microbiology / Biotechnology,No,Yes,No,No,,
MICROBIOTA I-CENT MAGIC LTD,,,Engages in microbiota-related research and technology.,,Microbiota / Biotechnology,No,Yes,No,No,,
MICROBO SRL,,,Focuses on microbiology and related fields.,,Microbiology,No,Yes,No,No,,
MICROBPLEX INC,,,Specializes in microbial and biotechnological solutions.,,Microbial Biotechnology,No,Yes,No,No,,
MICROGEM INT PLC,,,Engages in genomic and biotechnology research.,,Genomics / Biotechnology,No,Yes,No,No,,
MICROGEN LAB,,,Focuses on microbiological and genetic testing.,,Microbiology / Genetics,No,Yes,No,No,,
MICROINVESTIGATE LLC,,,Specializes in investigative and analytical solutions.,,Investigation / Analysis,No,Yes,No,No,,
MICRONATURE SRL,,,Engages in nano-technology and research.,,Nanotechnology,No,Yes,No,No,,
MICRONE SAGLIK & BILISIM TEKNOLOJILERI,,,Specializes in health and information technology solutions.,,Health IT / Technology,No,Yes,No,No,,
MICRONEEDLES INC,,,Focuses on microneedle technology and applications.,,Microneedle Technology,No,Yes,No,No,,
MICRONET INC,,,Engages in networking and technology solutions.,,Networking / Technology,No,Yes,No,No,,
MICROPURE INC,,,Specializes in purification and filtration technologies.,,Purification / Filtration,No,Yes,No,No,,
MICROSOFT TECHNOLOGY LICENSING LLC,,,Engages in technology licensing and intellectual property.,,Technology Licensing,No,Yes,No,No,,
MICROVIDE LLC,,,Focuses on videography and technology solutions.,,Videography / Technology,No,Yes,No,No,,
MICROVITA BEIJING MEDICAL TECHNOLOGY CO LTD,,,Specializes in medical technology solutions in Beijing.,,Medical Technology,No,Yes,No,No,,
MID-ATLANTIC BIOTHERAPEUTICS INC,,,Focuses on biotherapeutics and related research.,,Biotherapeutics,No,Yes,No,No,,
MIDDLE CHART LLC,,,Engages in analytics and data visualization solutions.,,Analytics / Data Visualization,No,Yes,No,No,,
MIDGE MEDICAL GMBH,,,Specializes in medical technology and devices.,,Medical Technology,No,Yes,No,No,,
MIG USA LLC,,,Focuses on technology and innovation solutions.,,Technology / Innovation,No,Yes,No,No,,
MIGAL GALILEE RES INST LTD,,,Engages in agricultural and environmental research.,,Research / Agriculture,No,No,Yes,No,,
MIGO AI RES PRIVATE LTD,,,Specializes in AI research and technology.,,AI / Technology,No,Yes,No,No,,
MIGVAX LTD,,,Focuses on vaccine development and biotechnology.,,Biotechnology / Vaccine Development,No,Yes,No,No,,
MII KK,,,Engages in industrial and technology solutions.,,Industrial Technology,No,Yes,No,No,,
MII LTD,,,Specializes in industrial and technological solutions.,,Industrial Technology,No,Yes,No,No,,
MIISKY TECHNOVATION PRIVATE LTD,,,Focuses on technological innovation and development.,,Technology Innovation,No,Yes,No,No,,
MIKROGEN GMBH,,,Engages in microbiology and biotechnology.,,Microbiology / Biotechnology,No,Yes,No,No,,
MILITARY MEDICAL SCI ACAD,,,Engages in military medical research and development.,,Military Medicine,Yes,No,Yes,No,,
MILITARY MEDICINE RES INST CHENGDU MILIT,,,Specializes in military medicine research.,,Military Medicine,Yes,No,Yes,No,,
MILITARY VETERINARY RES INST PLA MILITAR,,,Focuses on veterinary medicine research in a military context.,,Military Veterinary Medicine,Yes,No,Yes,No,,
MILLENNIUM PHARM INC,,,Specializes in pharmaceutical products and development.,,Pharmaceuticals,No,Yes,No,No,,
MIM PHARMA AS,,,Engages in pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
MIMETECH CO LTD,,,Focuses on mimetic technology solutions.,,Mimetic Technology,No,Yes,No,No,,
MIMETECH SRL,,,Specializes in mimetic technologies and solutions.,,Mimetic Technologies,No,Yes,No,No,,
MIN HEALTH RUSSIAN FED EYE MICROSURGERY,,,Specializes in eye microsurgery in the Russian Federation.,,Eye Microsurgery,Yes,No,No,Yes,,
MIN HEALTH RUSSIAN FEDERATION NAT MEDICA,,,Focuses on natural medicine in the Russian Federation.,,Natural Medicine,Yes,No,No,No,,
MIN INTERIOR,,,Engages in interior design and related solutions.,,Interior Design,No,Yes,No,No,,
MIN NATURAL RESOURCES OCEANOGRAPHY THIRD,,,Focuses on oceanography and natural resource research.,,Oceanography / Natural Resources,Yes,No,Yes,No,,
MINABE TOWN,,,Local government entity focused on town administration.,,Local Government,Yes,No,No,No,,
MINEBEA MITSUMI INC,,,Specializes in precision machinery and electronics.,,Precision Machinery / Electronics,No,Yes,No,No,,
MINERVA NEUROSCIENCES INC,,,Engages in neuroscience research and development.,,Neurosciences,No,Yes,No,No,,
MINERVA SRL,,,Specializes in various technology and scientific research areas.,,Technology / Scientific Research,No,Yes,No,No,,
MINGCHANG BIOMEDICINE NANTONG CO LTD,,,Focuses on biomedicine and biotechnology in Nantong.,,Biomedicine / Biotechnology,No,Yes,No,No,,
MINGRUIDA SUZHOU ARTIFICIAL INTELLIGENCE,,,Specializes in artificial intelligence research and solutions.,,Artificial Intelligence,No,Yes,No,No,,
MINHANG CENT HOSPITAL,,,Provides comprehensive medical services and healthcare.,,Healthcare / Hospital,No,No,No,Yes,,
MINK THERAPEUTICS INC,,,Engages in therapeutic development for various medical conditions.,,Therapeutics,No,Yes,No,No,,
MINORYX THERAPEUTICS SL,,,Focuses on developing treatments for rare diseases.,,Rare Diseases / Therapeutics,No,Yes,No,No,,
MINSAL MIN SALUD,,,"Ministry of Health, responsible for public health policies.",,Government Health Ministry,Yes,No,No,No,,
MIOS PHARM LTD,,,Specializes in pharmaceutical products and research.,,Pharmaceuticals,No,Yes,No,No,,
MIP DISCOVERY LTD,,,Engages in drug discovery and development.,,Drug Discovery,No,Yes,No,No,,
MIRACLE LABS ILAC SANAYI VE TICARET AS,,,Focuses on pharmaceuticals and healthcare products.,,Pharmaceuticals,No,Yes,No,No,,
MIRACLE RELIEF COLLABORATION LEAGUE,,,Engages in collaborative efforts for medical relief.,,Medical Relief,No,No,No,No,,
MIRACURE BIOTECHNOLOGY LTD,,,Specializes in biotechnological innovations and products.,,Biotechnology,No,Yes,No,No,,
MIRAI NO KOTO KK,,,Focuses on various technological solutions.,,Technology,No,Yes,No,No,,
MIRAKI INNOVATION THINK TANK LLC,,,Engages in innovation and strategic consulting.,,Innovation / Consulting,No,Yes,No,No,,
MIRAKOTO CO LTD,,,Specializes in technology and innovation solutions.,,Technology,No,Yes,No,No,,
MIRECULE INC,,,Focuses on molecular and biological research.,,Molecular Biology,No,Yes,No,No,,
MIROKU CO LTD,,,Specializes in various industrial and technological products.,,Industrial Technology,No,Yes,No,No,,
MISOINFO TECH,,,Engages in technology and information solutions.,,Technology / Information Solutions,No,Yes,No,No,,
MISSION INNOVATIONS BV,,,Focuses on innovation and development across various sectors.,,Innovation / Development,No,Yes,No,No,,
MITO BIOPHARMA LLC,,,Specializes in biopharmaceuticals and related research.,,Biopharmaceuticals,No,Yes,No,No,,
MITODICURE GMBH,,,Focuses on mitochondrial disease therapeutics.,,Mitochondrial Disease Therapeutics,No,Yes,No,No,,
MITOIMMUNE THERAPEUTICS INC,,,Engages in developing therapeutics for immune and mitochondrial disorders.,,Therapeutics,No,Yes,No,No,,
MITOTECH SA,,,Specializes in biotechnology and therapeutic solutions.,,Biotechnology / Therapeutics,No,Yes,No,No,,
MITRIX BIO INC,,,Engages in biotechnological research and development.,,Biotechnology,No,Yes,No,No,,
MITS KK,,,Specializes in industrial technology and solutions.,,Industrial Technology,No,Yes,No,No,,
MITSUBISHI CHEM CORP,,,Engages in chemical manufacturing and research.,,Chemicals,No,Yes,No,No,,
MITSUBISHI ELECTRIC RES LAB INC,,,Conducts research in electrical and electronic engineering.,,Electrical Engineering / Electronics,No,Yes,No,No,,
MITSUBISHI GAS CHEM CO INC,,,Specializes in chemical products and technologies.,,Chemicals,No,Yes,No,No,,
MITSUBISHI HEAVY IND CO LTD,,,Engages in heavy industry and manufacturing.,,Heavy Industry / Manufacturing,No,Yes,No,No,,
MITSUMI HOLDINGS KK,,,Specializes in electronics and component manufacturing.,,Electronics / Manufacturing,No,Yes,No,No,,
MIYAKO ROLLER IND CO LTD,,,Specializes in roller manufacturing and related technologies.,,Manufacturing,No,Yes,No,No,,
MIYAMA KOGYO YG,,,Engages in various manufacturing and industrial activities.,,Manufacturing,No,Yes,No,No,,
MIZ CO LTD,,,Specializes in industrial and technology solutions.,,Industrial Technology,No,Yes,No,No,,
MIZKAN HOLDINGS CO LTD,,,Specializes in food and beverage products.,,Food & Beverage,No,Yes,No,No,,
MIZUTANI KK,,,Engages in various industrial and technological sectors.,,Industrial Technology,No,Yes,No,No,,
MJN US HOLDINGS LLC,,,Focuses on holding and managing various business assets.,,Holdings / Management,No,Yes,No,No,,
MK DATA CO LTD,,,Specializes in data management and technology solutions.,,Data Management / Technology,No,Yes,No,No,,
MKG CONSULTING UG,,,Provides consulting services across various industries.,,Consulting,No,Yes,No,No,,
MLR TECHNOLOGY INST,,,Engages in technological research and development.,,Technology Research,No,No,Yes,No,,
MMHMM INC,,,Specializes in technology and media solutions.,,Technology / Media,No,Yes,No,No,,
MMONITOR INC,,,Focuses on monitoring technology and solutions.,,Monitoring Technology,No,Yes,No,No,,
MOAT BIOTECHNOLOGY CORP,,,Engages in biotechnology research and product development.,,Biotechnology,No,Yes,No,No,,
MOBIDIAG OY,,,Specializes in diagnostic solutions and technologies.,,Diagnostics,No,Yes,No,No,,
MOBIGEN INC,,,Focuses on genetic and biotechnological solutions.,,Genetics / Biotechnology,No,Yes,No,No,,
MOBILE DOCTOR CO LTD,,,Provides mobile healthcare and diagnostic solutions.,,Mobile Healthcare,No,Yes,No,No,,
MOCOM COMMUNICATION SYSTEME HANDELS GMBH,,,Engages in communication systems and solutions.,,Communication Systems,No,Yes,No,No,,
MODEL MEDICINES INC,,,Focuses on pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
MODERN AUTO YANCHENG CO LTD,,,Specializes in automotive manufacturing and technology.,,Automotive Manufacturing,No,Yes,No,No,,
MODERN CHINESE MEDICINE CO LTD SHANDONG,,,Specializes in modern Chinese medicine and related products.,,Traditional Chinese Medicine,No,Yes,No,No,,
MODERN TRADITIONAL CHINESE MEDICINE HAIH,,,Focuses on traditional Chinese medicine solutions.,,Traditional Chinese Medicine,No,Yes,No,No,,
MODERNA TX INC,,,Engages in the development of mRNA-based therapeutics.,,Biotechnology / Therapeutics,No,Yes,No,No,,
MODEX THERAPEUTICS INC,,,Focuses on therapeutic innovations and solutions.,,Therapeutics,No,Yes,No,No,,
MODIQUEST BV,,,Engages in the development of innovative therapeutics.,,Therapeutics,No,Yes,No,No,,
MODNBIO INC CO LTD,,,Specializes in biotechnology and related research.,,Biotechnology,No,Yes,No,No,,
MOEXA PHARM LTD,,,Focuses on pharmaceutical development and research.,,Pharmaceuticals,No,Yes,No,No,,
MOFFITT CANCER CENT & RES INST INC H LEE,,,A leading cancer research and treatment center.,,Healthcare / Cancer Research,No,No,Yes,Yes,,
MOGAM INST BIOMEDICAL RES,,,Conducts biomedical research and development.,,Biomedical Research,No,No,Yes,No,,
MOGRIFY LTD,,,Specializes in regenerative medicine and cell reprogramming technologies.,,Regenerative Medicine,No,Yes,No,No,,
MOIRAI BIODESIGN SL,,,Focuses on biodesign and biotechnology solutions.,,Biotechnology / Biodesign,No,Yes,No,No,,
MOLEAC PTE LTD,,,Specializes in the development of therapeutic solutions for neurodegenerative diseases.,,Biotechnology / Therapeutics,No,Yes,No,No,,
MOLECULAR IMMUNOLOGY CENT,,,Focuses on research in molecular immunology.,,Immunology Research,No,No,Yes,No,,
MOLECULAR PARTNERS AG,,,Engages in developing innovative therapies based on molecular partners technology.,,Biotechnology / Therapeutics,No,Yes,No,No,,
MOLECULAR REBAR DESIGN LLC,,,Specializes in molecular design and drug discovery technologies.,,Drug Discovery / Molecular Design,No,Yes,No,No,,
MOLECULIN BIOTECH INC,,,Focuses on developing novel cancer therapies.,,Biotechnology / Oncology,No,Yes,No,No,,
MOLEKULARE BIOTECHNOLOGIE INST GMBH,,,Engages in biotechnology research and development.,,Biotechnology Research,No,Yes,No,No,,
MOLGEN BV,,,Specializes in molecular genetics and diagnostics.,,Molecular Genetics / Diagnostics,No,Yes,No,No,,
MOLIPHARMA R & D SRL,,,Focuses on pharmaceutical research and development.,,Pharmaceuticals,No,Yes,No,No,,
MONELL CHEM SENSES CENT,,,Conducts research in chemical senses and sensory biology.,,Sensory Biology,No,No,Yes,No,,
MONGTERANG INT CO LTD,,,Engages in international trading and industrial solutions.,,Trading / Industrial Solutions,No,Yes,No,No,,
MONOGRAM BIOSCIENCES INC,,,Specializes in diagnostic testing and bioscience solutions.,,Diagnostics / Biosciences,No,Yes,No,No,,
MONOPAR THERAPEUTICS INC,,,Focuses on developing therapies for cancer and other diseases.,,Therapeutics / Oncology,No,Yes,No,No,,
MONTAN UNIVERSITAET LEOBEN,,,"A university specializing in mining, metallurgy, and material sciences.",,Education / Material Sciences,No,No,Yes,No,,
MONTANA MOLECULAR LLC,,,Engages in molecular biology research and development.,,Molecular Biology,No,Yes,No,No,,
MOONSHOT ANTIBODIES LLC,,,Specializes in developing antibody-based therapeutics.,,Biotechnology / Therapeutics,No,Yes,No,No,,
MOPIC CO LTD,,,Specializes in optical and imaging technologies.,,Optical Technologies,No,Yes,No,No,,
MOREDUN RES INST,,,Focuses on veterinary research and disease control.,,Veterinary Research,No,No,Yes,No,,
MORESENSE SRL,,,Specializes in sensory technologies and solutions.,,Sensory Technologies,No,Yes,No,No,,
MORGAN CHASE BANK J P,,,Global financial services firm.,,Finance,No,Yes,No,No,,
MORINAGA MILK IND CO LTD,,,Specializes in dairy products and milk-based solutions.,,Dairy Products,No,Yes,No,No,,
MORINOMIYA KK,,,"Engages in the production of various products, including food items.",,Manufacturing,No,Yes,No,No,,
MOROCCAN FOUND ADVANCED SCI INNOVATION,,,Focuses on advanced scientific research and innovation.,,Scientific Research,No,No,Yes,No,,
MORROWBOGI,,,Information not available.,,,No,No,No,No,,
MOSC CLINICAL SCI & PRACTICAL CENT,,,Specializes in clinical sciences and practical applications.,,Clinical Sciences,No,No,No,Yes,,
MOSC EPIDEMIOLOGY & MICROBIOLOGY INST,,,Conducts research in epidemiology and microbiology.,,Epidemiology / Microbiology,No,No,Yes,No,,
MOSC HEALTH ORGANIZATION & MEDICAL MANAG,,,Focuses on health organization and medical management.,,Health Management,No,No,No,Yes,,
MOSC MEDICAL & SOCIAL INST,,,Engages in medical and social research.,,Medical / Social Research,No,No,No,Yes,,
MOSC SCI & PRACTICAL CLINICAL CENT DIAGN,,,Specializes in clinical diagnostics.,,Clinical Diagnostics,No,No,No,Yes,,
MOSC SCI & PRACTICAL PSYCHONEUROLOGICAL,,,Focuses on psychoneurological research and practices.,,Psychoneurology,No,No,No,Yes,,
MOTION LIB INC,,,Specializes in motion technologies and related innovations.,,Motion Technologies,No,Yes,No,No,,
MOTION TECHNOLOGY INC,,,Focuses on developing motion technology solutions.,,Motion Technology,No,Yes,No,No,,
MOTOROLA MOBILITY LLC,,,Specializes in mobile technology and devices.,,Mobile Technology,No,Yes,No,No,,
MOUNTAIN VALLEY MD INC,,,Engages in the development and distribution of healthcare solutions.,,Healthcare,No,Yes,No,No,,
MOZART THERAPEUTICS INC,,,Focuses on developing innovative therapeutic solutions.,,Therapeutics,No,Yes,No,No,,
MPACPLUS CO LTD,,,Engages in the manufacturing of industrial products.,,Manufacturing,No,Yes,No,No,,
MR CO,,,Information not available.,,,No,No,No,No,,
MRC GK,,,Information not available.,,,No,No,No,No,,
MS PEN TECHNOLOGIES INC,,,Specializes in pen technology and solutions.,,Technology,No,Yes,No,No,,
MSI DEFENSE SOLUTIONS LLC,,,Provides defense technology and solutions.,,Defense Technology,No,Yes,No,No,,
MSI JAPAN HOLDINGS CO LTD,,,Engages in various business activities including technology and manufacturing.,,Diverse,No,Yes,No,No,,
MSLSOLUTIONS GMBH,,,Specializes in providing technological solutions.,,Technology Solutions,No,Yes,No,No,,
MT RES LLC,,,Focuses on research and development in various fields.,,Research and Development,No,Yes,No,No,,
MUCOSA INNOVATIONS SL,,,Specializes in mucosal health and therapeutic innovations.,,Health Innovations,No,Yes,No,No,,
MUCPHARM PTY LTD,,,Engages in pharmaceutical development and research.,,Pharmaceuticals,No,Yes,No,No,,
MUELLER SERVICE GMBH,,,Provides service solutions in various industries.,,Service Solutions,No,Yes,No,No,,
MULTIPLEXDX INC,,,Specializes in multiplex diagnostic solutions.,,Diagnostics,No,Yes,No,No,,
MULTIVIR INC,,,Focuses on developing antiviral therapies.,,Antiviral Therapies,No,Yes,No,No,,
MUNECAS FALCA SL,,,Engages in industrial activities.,,Industrial Manufacturing,No,Yes,No,No,,
MURATA MFG CO LTD,,,Specializes in electronic components and systems.,,Electronics,No,Yes,No,No,,
MUSC FOUND RES DEV,,,Focuses on research and development in health sciences.,,Health Sciences Research,No,No,Yes,No,,
